data,genere,regista,anno,durata,eta,costo
"2026-12-15 10:00","Toy Story",Animation,"John Lasseter",1995,81,0,8.5
"2026-12-14 14:00","Sanjuro",Action,"Akira Kurosawa",1962,96,0,8.0
"2026-12-14 10:30","The Lives of Others",Drama,"Florian Henckel von Donnersmarck",2006,137,12,6.5
"2026-12-13 21:30","This Is England",Crime,"Shane Meadows",2006,101,12,9.0
"2026-12-13 18:00","Pulp Fiction",Crime,"Quentin Tarantino",1994,154,12,10.0
"2026-12-13 15:00","The Killing Fields",Biography,"Roland Joffé",1984,141,12,8.0
"2026-12-13 10:30","Once Upon a Time in America",Crime,"Sergio Leone",1984,229,12,7.0
"2026-12-12 15:30","The Little Mermaid",Animation,"Ron Clements",1989,83,0,6.5
"2026-12-12 12:30","Donnie Darko",Drama,"Richard Kelly",2001,113,16,6.5
"2026-12-12 10:00","Psycho",Horror,"Alfred Hitchcock",1960,109,12,8.0
"2026-12-11 10:00","The Little Mermaid",Animation,"Ron Clements",1989,83,0,7.0
"2026-12-10 16:30","Blow",Biography,"Ted Demme",2001,124,16,8.5
"2026-12-10 13:30","Das Experiment",Drama,"Oliver Hirschbiegel",2001,120,16,8.5
"2026-12-10 10:00","Stalker",Drama,"Andrei Tarkovsky",1979,162,0,7.0
"2026-12-9 15:30","Harry Potter and the Sorcerer's Stone",Adventure,"Chris Columbus",2001,152,0,7.0
"2026-12-9 13:00","The Lost Weekend",Drama,"Billy Wilder",1945,101,12,7.0
"2026-12-9 10:30","Hannah and Her Sisters",Comedy,"Woody Allen",1986,107,12,7.5
"2026-12-8 15:30","Stalker",Drama,"Andrei Tarkovsky",1979,162,0,8.0
"2026-12-8 13:00","Das Experiment",Drama,"Oliver Hirschbiegel",2001,120,16,7.5
"2026-12-8 10:00","Psycho",Horror,"Alfred Hitchcock",1960,109,12,7.5
"2026-12-7 12:30","Bringing Up Baby",Comedy,"Howard Hawks",1938,102,12,8.0
"2026-12-7 10:00","Stand by Me",Adventure,"Rob Reiner",1986,89,0,8.5
"2026-12-6 16:30","Once Upon a Time in America",Crime,"Sergio Leone",1984,229,12,7.0
"2026-12-6 13:00","The Day of the Jackal",Crime,"Fred Zinnemann",1973,143,12,6.5
"2026-12-6 10:00","Salinui chueok",Crime,"Bong Joon Ho",2003,131,12,8.0
"2026-12-5 17:00","Donnie Darko",Drama,"Richard Kelly",2001,113,16,6.5
"2026-12-5 14:30","Le charme discret de la bourgeoisie",Comedy,"Luis Buñuel",1972,102,6,7.0
"2026-12-5 10:00","Once Upon a Time in America",Crime,"Sergio Leone",1984,229,12,6.5
"2026-12-4 10:00","Breaking the Waves",Drama,"Lars von Trier",1996,159,16,8.0
"2026-12-3 10:00","Smultronstället",Drama,"Ingmar Bergman",1957,91,0,7.0
"2026-12-2 15:30","Notorious",Drama,"Alfred Hitchcock",1946,102,0,8.0
"2026-12-2 12:30","The Exorcist",Horror,"William Friedkin",1973,122,12,6.5
"2026-12-2 10:00","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,7.5
"2026-12-1 12:30","Stand by Me",Adventure,"Rob Reiner",1986,89,0,6.5
"2026-12-1 10:00","Psycho",Horror,"Alfred Hitchcock",1960,109,12,6.5
"2026-11-30 12:30","Dawn of the Dead",Action,"George A. Romero",1978,127,12,8.0
"2026-11-30 10:00","Planes, Trains & Automobiles",Comedy,"John Hughes",1987,93,0,7.0
"2026-11-29 15:30","The Lost Weekend",Drama,"Billy Wilder",1945,101,12,6.5
"2026-11-29 13:00","Le charme discret de la bourgeoisie",Comedy,"Luis Buñuel",1972,102,6,7.5
"2026-11-29 10:30","Office Space",Comedy,"Mike Judge",1999,89,16,6.5
"2026-11-28 19:00","The Exorcist",Horror,"William Friedkin",1973,122,12,8.5
"2026-11-28 16:30","Shrek",Animation,"Andrew Adamson",2001,90,0,7.0
"2026-11-28 14:00","Shrek",Animation,"Andrew Adamson",2001,90,0,8.5
"2026-11-28 10:30","Breaking the Waves",Drama,"Lars von Trier",1996,159,16,8.5
"2026-11-27 10:00","Le charme discret de la bourgeoisie",Comedy,"Luis Buñuel",1972,102,6,7.0
"2026-11-26 10:30","Dogville",Crime,"Lars von Trier",2003,178,16,7.5
"2026-11-25 12:30","The Little Mermaid",Animation,"Ron Clements",1989,83,0,8.5
"2026-11-25 10:00","Sanjuro",Action,"Akira Kurosawa",1962,96,0,7.0
"2026-11-24 10:00","The Day of the Jackal",Crime,"Fred Zinnemann",1973,143,12,6.5
"2026-11-23 10:30","The Kid",Comedy,"Charles Chaplin",1921,68,12,7.0
"2026-11-22 16:30","Salinui chueok",Crime,"Bong Joon Ho",2003,131,12,8.5
"2026-11-22 13:30","The Killing Fields",Biography,"Roland Joffé",1984,141,12,8.0
"2026-11-22 10:00","Harry Potter and the Sorcerer's Stone",Adventure,"Chris Columbus",2001,152,0,8.5
"2026-11-21 16:30","Rang De Basanti",Comedy,"Rakeysh Omprakash Mehra",2006,167,12,7.0
"2026-11-21 13:30","L.A. Confidential",Crime,"Curtis Hanson",1997,138,12,8.0
"2026-11-21 10:30","Dead Man",Adventure,"Jim Jarmusch",1995,121,16,7.0
"2026-11-20 15:30","Once Upon a Time in America",Crime,"Sergio Leone",1984,229,12,8.0
"2026-11-20 13:00","Hana-bi",Crime,"Takeshi Kitano",1997,103,12,7.0
"2026-11-20 10:30","Sanjuro",Action,"Akira Kurosawa",1962,96,0,6.5
"2026-11-19 10:00","Gilda",Drama,"Charles Vidor",1946,110,12,7.5
"2026-11-18 12:30","The 39 Steps",Crime,"Alfred Hitchcock",1935,86,12,7.5
"2026-11-18 10:00","Double Indemnity",Crime,"Billy Wilder",1944,107,12,8.5
"2026-11-17 16:00","L.A. Confidential",Crime,"Curtis Hanson",1997,138,12,7.5
"2026-11-17 13:30","Trois couleurs: Bleu",Drama,"Krzysztof Kieslowski",1993,94,0,8.5
"2026-11-17 10:30","Dancer in the Dark",Crime,"Lars von Trier",2000,140,0,8.0
"2026-11-16 16:00","Shrek",Animation,"Andrew Adamson",2001,90,0,8.5
"2026-11-16 12:30","Giù la testa",Drama,"Sergio Leone",1971,157,6,8.0
"2026-11-16 10:30","Stand by Me",Adventure,"Rob Reiner",1986,89,0,7.5
"2026-11-15 15:30","Hana-bi",Crime,"Takeshi Kitano",1997,103,12,7.0
"2026-11-15 13:00","Shrek",Animation,"Andrew Adamson",2001,90,0,8.0
"2026-11-15 10:00","Goodfellas",Biography,"Martin Scorsese",1990,146,12,6.5
"2026-11-14 17:00","Goodfellas",Biography,"Martin Scorsese",1990,146,12,8.5
"2026-11-14 13:00","Dogville",Crime,"Lars von Trier",2003,178,16,7.5
"2026-11-14 10:30","Majo no takkyûbin",Animation,"Hayao Miyazaki",1989,103,0,6.5
"2026-11-13 12:30","Majo no takkyûbin",Animation,"Hayao Miyazaki",1989,103,0,7.0
"2026-11-13 10:00","Smultronstället",Drama,"Ingmar Bergman",1957,91,0,6.5
"2026-11-12 10:00","Dà hóng denglong gaogao guà",Drama,"Yimou Zhang",1991,125,6,7.5
"2026-11-11 10:30","Toy Story 2",Animation,"John Lasseter",1999,92,0,7.0
"2026-11-10 12:30","Dà hóng denglong gaogao guà",Drama,"Yimou Zhang",1991,125,6,7.5
"2026-11-10 10:00","The Station Agent",Comedy,"Tom McCarthy",2003,89,16,6.5
"2026-11-9 10:30","Gilda",Drama,"Charles Vidor",1946,110,12,8.5
"2026-11-8 18:00","Per un pugno di dollari",Action,"Sergio Leone",1964,99,12,9.5
"2026-11-8 14:30","Giù la testa",Drama,"Sergio Leone",1971,157,6,6.5
"2026-11-8 12:30","The 39 Steps",Crime,"Alfred Hitchcock",1935,86,12,8.5
"2026-11-8 10:00","The 39 Steps",Crime,"Alfred Hitchcock",1935,86,12,8.0
"2026-11-7 19:00","The King of Comedy",Comedy,"Martin Scorsese",1982,109,0,9.5
"2026-11-7 16:00","V for Vendetta",Action,"James McTeigue",2005,132,12,7.5
"2026-11-7 13:00","Brazil",Drama,"Terry Gilliam",1985,132,0,7.5
"2026-11-7 10:00","Dà hóng denglong gaogao guà",Drama,"Yimou Zhang",1991,125,6,7.5
"2026-11-6 15:00","Dancer in the Dark",Crime,"Lars von Trier",2000,140,0,8.0
"2026-11-6 12:30","The 39 Steps",Crime,"Alfred Hitchcock",1935,86,12,8.0
"2026-11-6 10:30","The Kid",Comedy,"Charles Chaplin",1921,68,12,7.0
"2026-11-5 10:00","Annie Hall",Comedy,"Woody Allen",1977,93,12,8.5
"2026-11-4 10:00","Dead Man",Adventure,"Jim Jarmusch",1995,121,16,8.5
"2026-11-3 10:00","Laura",Drama,"Otto Preminger",1944,88,12,7.0
"2026-11-2 13:00","Notorious",Drama,"Alfred Hitchcock",1946,102,0,6.5
"2026-11-2 10:30","Shrek",Animation,"Andrew Adamson",2001,90,0,8.5
"2026-11-1 18:30","Brazil",Drama,"Terry Gilliam",1985,132,0,9.0
"2026-11-1 16:00","Majo no takkyûbin",Animation,"Hayao Miyazaki",1989,103,0,8.0
"2026-11-1 13:00","Dead Man",Adventure,"Jim Jarmusch",1995,121,16,8.5
"2026-11-1 10:30","Shrek",Animation,"Andrew Adamson",2001,90,0,8.0
"2026-10-31 18:00","All About Eve",Drama,"Joseph L. Mankiewicz",1950,138,12,9.0
"2026-10-31 15:30","Toy Story 2",Animation,"John Lasseter",1999,92,0,8.5
"2026-10-31 13:00","Hana-bi",Crime,"Takeshi Kitano",1997,103,12,6.5
"2026-10-31 10:30","The Day the Earth Stood Still",Drama,"Robert Wise",1951,92,0,8.5
"2026-10-30 10:30","V for Vendetta",Action,"James McTeigue",2005,132,12,7.0
"2026-10-29 10:30","The Station Agent",Comedy,"Tom McCarthy",2003,89,16,7.5
"2026-10-28 10:30","Gilda",Drama,"Charles Vidor",1946,110,12,8.5
"2026-10-27 16:00","Dancer in the Dark",Crime,"Lars von Trier",2000,140,0,7.5
"2026-10-27 13:30","Toy Story 2",Animation,"John Lasseter",1999,92,0,8.5
"2026-10-27 10:30","Dip huet seung hung",Action,"John Woo",1989,111,16,8.5
"2026-10-26 16:30","Giù la testa",Drama,"Sergio Leone",1971,157,6,8.0
"2026-10-26 13:30","Blow",Biography,"Ted Demme",2001,124,16,8.0
"2026-10-26 10:30","Brazil",Drama,"Terry Gilliam",1985,132,0,8.5
"2026-10-25 15:00","Dancer in the Dark",Crime,"Lars von Trier",2000,140,0,7.5
"2026-10-25 12:30","Per un pugno di dollari",Action,"Sergio Leone",1964,99,12,6.5
"2026-10-25 10:00","Bacheha-Ye aseman",Drama,"Majid Majidi",1997,89,6,8.0
"2026-10-24 18:00","Notorious",Drama,"Alfred Hitchcock",1946,102,0,9.0
"2026-10-24 15:00","Star Trek II: The Wrath of Khan",Action,"Nicholas Meyer",1982,113,0,8.0
"2026-10-24 12:30","Notorious",Drama,"Alfred Hitchcock",1946,102,0,7.5
"2026-10-24 10:00","Majo no takkyûbin",Animation,"Hayao Miyazaki",1989,103,0,8.5
"2026-10-23 10:00","La leggenda del pianista sull'oceano",Drama,"Giuseppe Tornatore",1998,169,0,7.5
"2026-10-22 13:00","The King of Comedy",Comedy,"Martin Scorsese",1982,109,0,7.5
"2026-10-22 10:30","To Be or Not to Be",Comedy,"Ernst Lubitsch",1942,99,12,8.0
"2026-10-21 10:00","The Day the Earth Stood Still",Drama,"Robert Wise",1951,92,0,8.5
"2026-10-20 10:00","The Station Agent",Comedy,"Tom McCarthy",2003,89,16,8.0
"2026-10-19 10:00","8½",Drama,"Federico Fellini",1963,138,12,8.0
"2026-10-18 15:00","Bacheha-Ye aseman",Drama,"Majid Majidi",1997,89,6,8.5
"2026-10-18 12:00","L.A. Confidential",Crime,"Curtis Hanson",1997,138,12,8.0
"2026-10-18 10:00","Lola rennt",Crime,"Tom Tykwer",1998,81,12,7.5
"2026-10-17 19:00","Brazil",Drama,"Terry Gilliam",1985,132,0,8.5
"2026-10-17 16:00","Dancer in the Dark",Crime,"Lars von Trier",2000,140,0,7.5
"2026-10-17 13:00","8½",Drama,"Federico Fellini",1963,138,12,7.5
"2026-10-17 10:00","The Sting",Comedy,"George Roy Hill",1973,129,0,8.5
"2026-10-16 12:30","Donnie Darko",Drama,"Richard Kelly",2001,113,16,6.5
"2026-10-16 10:00","Majo no takkyûbin",Animation,"Hayao Miyazaki",1989,103,0,8.5
"2026-10-15 10:00","Bacheha-Ye aseman",Drama,"Majid Majidi",1997,89,6,7.5
"2026-10-14 15:30","Secrets & Lies",Comedy,"Mike Leigh",1996,136,0,7.5
"2026-10-14 13:00","Hana-bi",Crime,"Takeshi Kitano",1997,103,12,7.0
"2026-10-14 10:00","Efter brylluppet",Drama,"Susanne Bier",2006,120,16,8.0
"2026-10-13 13:00","Before Sunrise",Drama,"Richard Linklater",1995,101,16,7.0
"2026-10-13 10:00","All About Eve",Drama,"Joseph L. Mankiewicz",1950,138,12,7.5
"2026-10-12 16:00","What's Eating Gilbert Grape",Drama,"Lasse Hallström",1993,118,0,7.5
"2026-10-12 13:00","Dancer in the Dark",Crime,"Lars von Trier",2000,140,0,6.5
"2026-10-12 10:30","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,8.0
"2026-10-11 18:30","Efter brylluppet",Drama,"Susanne Bier",2006,120,16,8.5
"2026-10-11 16:00","The Shop Around the Corner",Comedy,"Ernst Lubitsch",1940,99,12,8.0
"2026-10-11 13:30","To Be or Not to Be",Comedy,"Ernst Lubitsch",1942,99,12,8.0
"2026-10-11 10:00","Goodfellas",Biography,"Martin Scorsese",1990,146,12,8.5
"2026-10-10 18:00","The Station Agent",Comedy,"Tom McCarthy",2003,89,16,9.0
"2026-10-10 15:00","Goodfellas",Biography,"Martin Scorsese",1990,146,12,8.0
"2026-10-10 12:30","Bacheha-Ye aseman",Drama,"Majid Majidi",1997,89,6,6.5
"2026-10-10 10:00","Annie Hall",Comedy,"Woody Allen",1977,93,12,8.5
"2026-10-9 10:00","Brokeback Mountain",Drama,"Ang Lee",2005,134,12,7.5
"2026-10-8 12:30","The Sting",Comedy,"George Roy Hill",1973,129,0,8.0
"2026-10-8 10:00","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,8.0
"2026-10-7 15:30","Secrets & Lies",Comedy,"Mike Leigh",1996,136,0,8.5
"2026-10-7 13:00","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,8.5
"2026-10-7 10:00","Secrets & Lies",Comedy,"Mike Leigh",1996,136,0,6.5
"2026-10-6 14:30","Efter brylluppet",Drama,"Susanne Bier",2006,120,16,7.0
"2026-10-6 12:30","Lola rennt",Crime,"Tom Tykwer",1998,81,12,7.0
"2026-10-6 10:00","Kung fu",Action,"Stephen Chow",2004,99,12,7.5
"2026-10-5 10:30","Funny Games",Crime,"Michael Haneke",1997,108,12,8.0
"2026-10-4 16:00","Awakenings",Biography,"Penny Marshall",1990,121,0,7.5
"2026-10-4 13:00","Die Hard",Action,"John McTiernan",1988,132,12,8.5
"2026-10-4 10:30","To Be or Not to Be",Comedy,"Ernst Lubitsch",1942,99,12,6.5
"2026-10-3 18:00","The Sting",Comedy,"George Roy Hill",1973,129,0,9.0
"2026-10-3 15:00","Ed Wood",Biography,"Tim Burton",1994,127,0,8.5
"2026-10-3 12:30","O Brother, Where Art Thou?",Adventure,"Joel Coen",2000,107,0,8.5
"2026-10-3 10:00","Kung fu",Action,"Stephen Chow",2004,99,12,7.0
"2026-10-2 12:30","Brokeback Mountain",Drama,"Ang Lee",2005,134,12,7.5
"2026-10-2 10:00","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,8.5
"2026-10-1 14:00","Die Hard: With a Vengeance",Action,"John McTiernan",1995,128,12,7.5
"2026-10-1 10:00","La leggenda del pianista sull'oceano",Drama,"Giuseppe Tornatore",1998,169,0,8.0
"2026-9-30 10:00","Annie Hall",Comedy,"Woody Allen",1977,93,12,6.5
"2026-9-29 15:30","Die Hard",Action,"John McTiernan",1988,132,12,8.0
"2026-9-29 13:00","Aguirre, der Zorn Gottes",Action,"Werner Herzog",1972,95,12,8.0
"2026-9-29 10:00","Guess Who's Coming to Dinner",Comedy,"Stanley Kramer",1967,108,12,7.0
"2026-9-28 13:00","O Brother, Where Art Thou?",Adventure,"Joel Coen",2000,107,0,6.5
"2026-9-28 10:30","O Brother, Where Art Thou?",Adventure,"Joel Coen",2000,107,0,8.5
"2026-9-27 17:00","Once Were Warriors",Crime,"Lee Tamahori",1994,102,12,8.0
"2026-9-27 14:30","Laura",Drama,"Otto Preminger",1944,88,12,7.0
"2026-9-27 12:30","Lola rennt",Crime,"Tom Tykwer",1998,81,12,8.0
"2026-9-27 10:00","Brief Encounter",Drama,"David Lean",1945,86,0,8.0
"2026-9-26 18:00","Dead Man",Adventure,"Jim Jarmusch",1995,121,16,10.0
"2026-9-26 15:00","Witness for the Prosecution",Crime,"Billy Wilder",1957,116,0,7.0
"2026-9-26 12:30","To Be or Not to Be",Comedy,"Ernst Lubitsch",1942,99,12,7.0
"2026-9-26 10:00","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,7.0
"2026-9-25 15:30","Central do Brasil",Drama,"Walter Salles",1998,110,16,8.0
"2026-9-25 13:00","Brief Encounter",Drama,"David Lean",1945,86,0,7.0
"2026-9-25 10:30","Donnie Darko",Drama,"Richard Kelly",2001,113,16,7.5
"2026-9-24 13:00","Star Trek II: The Wrath of Khan",Action,"Nicholas Meyer",1982,113,0,8.0
"2026-9-24 10:30","Strangers on a Train",Crime,"Alfred Hitchcock",1951,101,12,8.5
"2026-9-23 13:00","Laura",Drama,"Otto Preminger",1944,88,12,6.5
"2026-9-23 10:00","V for Vendetta",Action,"James McTeigue",2005,132,12,6.5
"2026-9-22 10:30","Sholay",Action,"Ramesh Sippy",1975,204,0,8.5
"2026-9-21 12:30","Wo hu cang long",Action,"Ang Lee",2000,120,12,7.0
"2026-9-21 10:00","A Christmas Story",Comedy,"Bob Clark",1983,93,0,7.5
"2026-9-20 19:30","Funny Games",Crime,"Michael Haneke",1997,108,12,10.0
"2026-9-20 17:00","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,8.5
"2026-9-20 13:30","Paris, Texas",Drama,"Wim Wenders",1984,145,0,8.5
"2026-9-20 10:30","Efter brylluppet",Drama,"Susanne Bier",2006,120,16,7.0
"2026-9-19 20:00","Ed Wood",Biography,"Tim Burton",1994,127,0,8.5
"2026-9-19 17:00","Anand",Drama,"Hrishikesh Mukherjee",1971,122,0,7.5
"2026-9-19 14:00","Wo hu cang long",Action,"Ang Lee",2000,120,12,7.0
"2026-9-19 10:30","Stalker",Drama,"Andrei Tarkovsky",1979,162,0,6.5
"2026-9-18 10:00","A Christmas Story",Comedy,"Bob Clark",1983,93,0,6.5
"2026-9-17 13:00","Mad Max 2",Action,"George Miller",1981,96,12,7.0
"2026-9-17 10:30","No Man's Land",Comedy,"Danis Tanovic",2001,98,16,6.5
"2026-9-16 16:00","Ed Wood",Biography,"Tim Burton",1994,127,0,8.0
"2026-9-16 12:30","Once Upon a Time in the West",Western,"Sergio Leone",1968,165,0,7.5
"2026-9-16 10:00","Mad Max 2",Action,"George Miller",1981,96,12,7.5
"2026-9-15 16:30","Yeopgijeogin geunyeo",Comedy,"Jae-young Kwak",2001,137,12,7.5
"2026-9-15 13:30","Kumonosu-jô",Drama,"Akira Kurosawa",1957,110,12,8.0
"2026-9-15 10:30","Witness for the Prosecution",Crime,"Billy Wilder",1957,116,0,8.5
"2026-9-14 16:00","Star Wars",Action,"George Lucas",1977,121,12,7.5
"2026-9-14 13:30","Roman Holiday",Comedy,"William Wyler",1953,118,12,7.0
"2026-9-14 10:30","Efter brylluppet",Drama,"Susanne Bier",2006,120,16,7.0
"2026-9-13 20:00","Star Trek II: The Wrath of Khan",Action,"Nicholas Meyer",1982,113,0,9.0
"2026-9-13 16:30","Once Upon a Time in the West",Western,"Sergio Leone",1968,165,0,8.0
"2026-9-13 13:30","Blood Diamond",Adventure,"Edward Zwick",2006,143,12,7.5
"2026-9-13 10:00","Blood Diamond",Adventure,"Edward Zwick",2006,143,12,7.0
"2026-9-12 15:30","Sleuth",Mystery,"Joseph L. Mankiewicz",1972,138,6,8.5
"2026-9-12 13:00","The Station Agent",Comedy,"Tom McCarthy",2003,89,16,8.5
"2026-9-12 10:30","Funny Games",Crime,"Michael Haneke",1997,108,12,7.0
"2026-9-11 16:00","The Exorcist",Horror,"William Friedkin",1973,122,12,7.5
"2026-9-11 13:30","O Brother, Where Art Thou?",Adventure,"Joel Coen",2000,107,0,7.0
"2026-9-11 10:30","Star Trek II: The Wrath of Khan",Action,"Nicholas Meyer",1982,113,0,8.5
"2026-9-10 10:00","Once Upon a Time in the West",Western,"Sergio Leone",1968,165,0,8.5
"2026-9-9 13:00","O Brother, Where Art Thou?",Adventure,"Joel Coen",2000,107,0,7.0
"2026-9-9 10:00","Lat sau san taam",Action,"John Woo",1992,128,16,7.5
"2026-9-8 16:30","Stalag 17",Comedy,"Billy Wilder",1953,120,12,8.5
"2026-9-8 13:00","Yeopgijeogin geunyeo",Comedy,"Jae-young Kwak",2001,137,12,6.5
"2026-9-8 10:30","Guess Who's Coming to Dinner",Comedy,"Stanley Kramer",1967,108,12,6.5
"2026-9-7 13:30","Funny Games",Crime,"Michael Haneke",1997,108,12,6.5
"2026-9-7 10:00","Once Upon a Time in the West",Western,"Sergio Leone",1968,165,0,8.5
"2026-9-6 15:00","Guess Who's Coming to Dinner",Comedy,"Stanley Kramer",1967,108,12,7.0
"2026-9-6 12:30","The Night of the Hunter",Crime,"Charles Laughton",1955,92,12,6.5
"2026-9-6 10:00","Rope",Crime,"Alfred Hitchcock",1948,80,12,8.0
"2026-9-5 17:00","La Grande Illusion",Drama,"Jean Renoir",1937,113,12,8.5
"2026-9-5 13:30","Once Upon a Time in the West",Western,"Sergio Leone",1968,165,0,7.0
"2026-9-5 10:00","Once Upon a Time in the West",Western,"Sergio Leone",1968,165,0,7.5
"2026-9-4 12:30","Efter brylluppet",Drama,"Susanne Bier",2006,120,16,8.0
"2026-9-4 10:00","Once Were Warriors",Crime,"Lee Tamahori",1994,102,12,8.5
"2026-9-3 10:30","What Ever Happened to Baby Jane?",Drama,"Robert Aldrich",1962,134,12,8.0
"2026-9-2 10:00","Once Were Warriors",Crime,"Lee Tamahori",1994,102,12,6.5
"2026-9-1 10:00","Paris, Texas",Drama,"Wim Wenders",1984,145,0,8.5
"2026-8-31 12:00","Stalker",Drama,"Andrei Tarkovsky",1979,162,0,7.5
"2026-8-31 10:00","The Circus",Comedy,"Charles Chaplin",1928,72,12,7.5
"2026-8-30 15:00","V for Vendetta",Action,"James McTeigue",2005,132,12,8.0
"2026-8-30 12:30","The Truman Show",Comedy,"Peter Weir",1998,103,0,7.5
"2026-8-30 10:00","Funny Games",Crime,"Michael Haneke",1997,108,12,6.5
"2026-8-29 17:00","Kumonosu-jô",Drama,"Akira Kurosawa",1957,110,12,8.0
"2026-8-29 14:00","The Bourne Identity",Action,"Doug Liman",2002,119,12,7.5
"2026-8-29 10:00","The Right Stuff",Adventure,"Philip Kaufman",1983,193,6,7.0
"2026-8-28 10:30","The Color Purple",Drama,"Steven Spielberg",1985,154,0,8.5
"2026-8-27 15:30","Blood Diamond",Adventure,"Edward Zwick",2006,143,12,6.5
"2026-8-27 13:30","The General",Action,"Clyde Bruckman",1926,67,12,6.5
"2026-8-27 10:30","Lat sau san taam",Action,"John Woo",1992,128,16,8.0
"2026-8-26 10:30","The Notebook",Drama,"Nick Cassavetes",2004,123,12,6.5
"2026-8-25 15:30","Rope",Crime,"Alfred Hitchcock",1948,80,12,7.0
"2026-8-25 12:30","Stalag 17",Comedy,"Billy Wilder",1953,120,12,7.0
"2026-8-25 10:30","Zelig",Comedy,"Woody Allen",1983,79,6,8.5
"2026-8-24 10:00","Rope",Crime,"Alfred Hitchcock",1948,80,12,8.5
"2026-8-23 17:30","La Grande Illusion",Drama,"Jean Renoir",1937,113,12,7.0
"2026-8-23 15:00","The Station Agent",Comedy,"Tom McCarthy",2003,89,16,6.5
"2026-8-23 12:30","Central do Brasil",Drama,"Walter Salles",1998,110,16,6.5
"2026-8-23 10:30","The General",Action,"Clyde Bruckman",1926,67,12,8.0
"2026-8-22 19:00","Pride & Prejudice",Drama,"Joe Wright",2005,129,6,9.0
"2026-8-22 16:30","On the Waterfront",Crime,"Elia Kazan",1954,108,12,7.5
"2026-8-22 14:00","The Truman Show",Comedy,"Peter Weir",1998,103,0,8.0
"2026-8-22 10:30","The Color Purple",Drama,"Steven Spielberg",1985,154,0,8.5
"2026-8-21 17:00","Stalag 17",Comedy,"Billy Wilder",1953,120,12,7.0
"2026-8-21 14:30","Glengarry Glen Ross",Crime,"James Foley",1992,100,16,7.0
"2026-8-21 10:30","Judgment at Nuremberg",Drama,"Stanley Kramer",1961,179,12,7.5
"2026-8-20 10:00","The Color Purple",Drama,"Steven Spielberg",1985,154,0,7.5
"2026-8-19 12:30","Spoorloos",Mystery,"George Sluizer",1988,107,12,7.0
"2026-8-19 10:00","Harold and Maude",Comedy,"Hal Ashby",1971,91,6,8.0
"2026-8-18 13:30","The Game",Action,"David Fincher",1997,129,12,6.5
"2026-8-18 10:30","Sleuth",Mystery,"Joseph L. Mankiewicz",1972,138,6,7.0
"2026-8-17 15:00","Sleuth",Mystery,"Joseph L. Mankiewicz",1972,138,6,6.5
"2026-8-17 13:00","The Circus",Comedy,"Charles Chaplin",1928,72,12,8.0
"2026-8-17 10:00","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,8.0
"2026-8-16 20:00","The Game",Action,"David Fincher",1997,129,12,9.0
"2026-8-16 17:00","Roman Holiday",Comedy,"William Wyler",1953,118,12,6.5
"2026-8-16 13:30","Zwartboek",Drama,"Paul Verhoeven",2006,145,16,8.5
"2026-8-16 10:30","Blood Diamond",Adventure,"Edward Zwick",2006,143,12,7.0
"2026-8-15 15:30","Miracle on 34th Street",Comedy,"George Seaton",1947,96,12,6.5
"2026-8-15 13:00","Mad Max 2",Action,"George Miller",1981,96,12,7.5
"2026-8-15 10:30","Spoorloos",Mystery,"George Sluizer",1988,107,12,7.5
"2026-8-14 13:30","Kumonosu-jô",Drama,"Akira Kurosawa",1957,110,12,8.0
"2026-8-14 10:30","Awakenings",Biography,"Penny Marshall",1990,121,0,8.0
"2026-8-13 17:30","The Game",Action,"David Fincher",1997,129,12,7.5
"2026-8-13 13:30","Doctor Zhivago",Drama,"David Lean",1965,197,12,8.5
"2026-8-13 10:30","La battaglia di Algeri",Drama,"Gillo Pontecorvo",1966,121,12,8.5
"2026-8-12 17:00","Blood Diamond",Adventure,"Edward Zwick",2006,143,12,7.0
"2026-8-12 13:30","Zwartboek",Drama,"Paul Verhoeven",2006,145,16,8.5
"2026-8-12 10:30","Sleuth",Mystery,"Joseph L. Mankiewicz",1972,138,6,7.0
"2026-8-11 13:30","Star Wars",Action,"George Lucas",1977,121,12,7.0
"2026-8-11 10:00","The Wild Bunch",Action,"Sam Peckinpah",1969,145,12,6.5
"2026-8-10 10:30","Shadow of a Doubt",Film-Noir,"Alfred Hitchcock",1943,108,6,7.5
"2026-8-9 15:30","Being John Malkovich",Comedy,"Spike Jonze",1999,113,16,8.5
"2026-8-9 12:30","Roman Holiday",Comedy,"William Wyler",1953,118,12,8.0
"2026-8-9 10:30","Das Cabinet des Dr. Caligari",Fantasy,"Robert Wiene",1920,76,12,8.0
"2026-8-8 18:00","Being John Malkovich",Comedy,"Spike Jonze",1999,113,16,8.5
"2026-8-8 15:30","Being John Malkovich",Comedy,"Spike Jonze",1999,113,16,7.5
"2026-8-8 13:00","Glengarry Glen Ross",Crime,"James Foley",1992,100,16,8.5
